id,status_group
4425,non functional
55269,non functional
53103,functional
6228,functional needs repair
44398,non functional
56045,non functional
13262,functional
21326,functional
27027,functional
20822,non functional
34932,functional
4220,non functional
16305,functional needs repair
31236,functional
37013,non functional
45400,non functional
54915,functional
63065,functional
36379,functional
33306,non functional
18272,functional
46298,non functional
72131,non functional
47961,functional
74064,functional
15813,functional
553,non functional
15341,functional
61971,non functional
15278,functional
6623,non functional
34724,functional
59677,non functional
44632,functional
7965,non functional
5013,functional
12707,functional
74201,functional
44522,non functional
64329,functional
22843,functional
7148,functional
63737,functional
72220,functional needs repair
25562,functional
9005,functional
45302,functional
25621,functional
14067,non functional
34620,functional
59195,non functional
13500,non functional
69906,functional
38691,non functional
5080,non functional
54225,functional
57069,non functional
47395,non functional
48243,functional
20035,functional
15761,non functional
48559,functional
46868,non functional
38780,functional needs repair
30917,non functional
48903,functional
43428,functional
73181,functional
15505,functional
50255,functional
16664,non functional
29007,non functional
41956,functional
59627,functional
7617,functional
72871,non functional
13464,functional
12710,functional
67004,functional
39132,non functional
9372,functional
20036,functional
57794,functional
42107,functional
24300,non functional
34093,non functional
16063,non functional
40536,functional
17628,functional
48809,functional
33939,functional
28623,non functional
1193,functional
39521,non functional
21210,non functional
46021,functional
36132,functional
39268,non functional
6937,functional
68469,functional
35969,non functional
30357,non functional
50953,non functional
67256,functional
15523,functional
28529,functional
28409,functional
32681,functional
71840,functional
70453,non functional
26669,functional
60643,functional
9515,functional
27914,functional
52154,non functional
40660,functional
16745,non functional
71063,functional
20904,non functional
38450,functional
17298,non functional
18849,functional
37953,functional
58901,non functional
10317,non functional
70641,functional
48859,functional
41988,functional
51972,non functional
42017,functional
20247,functional
72246,functional
19106,functional
1865,functional
33385,functional
53994,non functional
10756,non functional
64633,functional
34107,non functional
69778,functional
43820,functional
71209,non functional
59484,non functional
46833,functional
5857,non functional
29185,functional
38799,functional
2571,non functional
63403,non functional
11190,functional
73418,functional
897,non functional
17692,non functional
47512,functional
5403,non functional
17141,functional
2357,functional
44472,functional
68938,non functional
12861,functional needs repair
12673,functional
46476,non functional
46594,functional needs repair
491,functional
23871,functional
41387,non functional
58027,functional needs repair
3781,functional
1096,functional
48730,functional
33556,functional
4933,functional
66322,non functional
30475,functional
59541,non functional
54456,non functional
33355,functional
48144,non functional
9817,non functional
9154,non functional
73878,functional
56577,functional
33207,functional
5768,functional
25014,functional needs repair
68234,functional
29418,functional
49646,functional
4881,functional
13787,functional
14969,non functional
13005,functional
43911,non functional
38963,functional
54052,functional
57127,functional
68758,non functional
73432,non functional
15427,non functional
28127,functional
68013,functional
6145,functional
15799,functional
25757,non functional
29276,non functional
17554,non functional
3213,functional
48215,non functional
49523,non functional
38017,non functional
1667,functional
33203,functional
5187,non functional
47011,functional
15159,functional
3082,functional
28933,functional
59881,functional
66018,non functional
12110,functional needs repair
49257,functional
6866,non functional
52546,functional
32085,functional
20511,functional
59429,functional
68039,non functional
48296,functional
58196,functional
26110,non functional
130,non functional
15212,functional
38429,non functional
31518,functional
36745,functional
12103,functional
60890,functional
32076,non functional
48267,functional
35958,functional
63648,functional
36960,functional
4983,functional
37902,non functional
7029,functional
56058,non functional
30418,functional
36637,non functional
